date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:41:15	53620/53620	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Sep%202020%2009:41:14%20GMT	http://cdn.shopify.com/s/files/1/0033/7064/7667/products/product5.jpg?v=1531460378	C:/My%20Web%20Sites/partyKid/cdn.shopify.com/s/files/1/0033/7064/7667/products/product57b48.jpg	(from https://kids-outfit.myshopify.com/collections/new/products/sleeves-shirt-pant-set)
11:41:16	0/-1	---M--	400	error ('')			https:////cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.1/index.js	C:/My%20Web%20Sites/partyKid/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.1/index.408.delayed	(from https://kids-outfit.myshopify.com/products/sleeves-shirt-pant-set)
11:41:16	0/-1	---M--	400	error ('')			https:////cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.1/index.js	C:/My%20Web%20Sites/partyKid/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.1/index.409.delayed	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:16	0/-1	---M--	301	error ('')			https://kids-outfit.myshopify.com/collections/new/products/baby-girls-frock	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/baby-girls-frock.40a.delayed	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:16	0/-1	---M--	301	error ('')			https://kids-outfit.myshopify.com/collections/new/products/baby-girls-frock	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/baby-girls-frock.40b.delayed	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:17	127/127	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:17%20GMT	https://kids-outfit.myshopify.com/collections/new/products/crepe-skater-dress	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/crepe-skater-dress	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:17	127/127	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:17%20GMT	https://kids-outfit.myshopify.com/collections/new/products/crepe-skater-dress	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/crepe-skater-dress	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:17	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:18%20GMT	https://kids-outfit.myshopify.com/collections/new/products/transparent-top	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/transparent-top	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:18	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:18%20GMT	https://kids-outfit.myshopify.com/collections/new/products/transparent-top	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/transparent-top	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:18	131/131	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:19%20GMT	https://kids-outfit.myshopify.com/collections/new/products/top-with-full-sleevesn	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/top-with-full-sleevesn	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:19	131/131	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:19%20GMT	https://kids-outfit.myshopify.com/collections/new/products/top-with-full-sleevesn	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/top-with-full-sleevesn	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:19	127/127	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:19%20GMT	https://kids-outfit.myshopify.com/collections/new/products/cotton-t-shirt-fit	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/cotton-t-shirt-fit	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:19	127/127	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:20%20GMT	https://kids-outfit.myshopify.com/collections/new/products/cotton-t-shirt-fit	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/cotton-t-shirt-fit	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
11:41:20	127/127	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Sep%202020%2009:41:20%20GMT	https://kids-outfit.myshopify.com/collections/new/products/crepe-skater-dress	C:/My%20Web%20Sites/partyKid/kids-outfit.myshopify.com/collections/new/products/crepe-skater-dress	(from https://kids-outfit.myshopify.com/collections/new/products/regular-fit-skirt)
